volume,part,chapter,value,emphasis,keywords,keytokens,emotionwords
Том второй,Часть первая,I,66,"— Я? — переспросила Наташа, и СЧАСТЛИВАЯ улыбка осветила ее лицо. — Ты видел Duport'a?",счастливый,счастливая,счастье
Том второй,Часть первая,I,66,"И Наташа встала на цыпочках и прошлась из комнаты так, как делают танцовщицы, но улыбаясь так, как только улыбаются счастливые пятнадцатилетние девочки. Встретившись в гостиной с Соней, Ростов покраснел. Он не знал, как обойтись с ней. Вчера они поцеловались в первую минуту РАДОСТИ свидания, но нынче он чувствовал, что нельзя было этого сделать; он чувствовал, что все, и мать и сестры, смотрели на него вопросительно и от него ожидали, как он поведет себя с нею. Он поцеловал ее руку и назвал ее вы — Соня. Но глаза их, встретившись, сказали друг другу «ты» и нежно поцеловались. Она просила своим взглядом у него прощенья за то, что в посольстве Наташи она смела напомнить ему о его обещании, и благодарила его за его любовь. Он своим взглядом благодарил ее за предложение свободы и говорил, что, так ли, иначе ли, он никогда не перестанет любить ее, потому что нельзя не любить ее.",радость,радости,радость
Том второй,Часть первая,I,66,"И Наташа встала на цыпочках и прошлась из комнаты так, как делают танцовщицы, но улыбаясь так, как только улыбаются СЧАСТЛИВЫЕ пятнадцатилетние девочки. Встретившись в гостиной с Соней, Ростов покраснел. Он не знал, как обойтись с ней. Вчера они поцеловались в первую минуту радости свидания, но нынче он чувствовал, что нельзя было этого сделать; он чувствовал, что все, и мать и сестры, смотрели на него вопросительно и от него ожидали, как он поведет себя с нею. Он поцеловал ее руку и назвал ее вы — Соня. Но глаза их, встретившись, сказали друг другу «ты» и нежно поцеловались. Она просила своим взглядом у него прощенья за то, что в посольстве Наташи она смела напомнить ему о его обещании, и благодарила его за его любовь. Он своим взглядом благодарил ее за предложение свободы и говорил, что, так ли, иначе ли, он никогда не перестанет любить ее, потому что нельзя не любить ее.",счастливый,счастливые,счастье
Том второй,Часть первая,I,66,"И Наташа встала на цыпочках и прошлась из комнаты так, как делают танцовщицы, но улыбаясь так, как только улыбаются СЧАСТЛИВЫЕ пятнадцатилетние девочки. Встретившись в гостиной с Соней, Ростов покраснел. Он не знал, как обойтись с ней. Вчера они поцеловались в первую минуту радости свидания, но нынче он чувствовал, что нельзя было этого сделать; он чувствовал, что все, и мать и сестры, смотрели на него вопросительно и от него ожидали, как он поведет себя с нею. Он поцеловал ее руку и назвал ее вы — Соня. Но глаза их, встретившись, сказали друг другу «ты» и нежно поцеловались. Она просила своим взглядом у него прощенья за то, что в посольстве Наташи она смела напомнить ему о его обещании, и благодарила его за его любовь. Он своим взглядом благодарил ее за предложение свободы и говорил, что, так ли, иначе ли, он никогда не перестанет любить ее, потому что нельзя не любить ее.",счастливый,счастливые,счастье
Том второй,Часть первая,II,67,"— Ах, мой друг, он очень несчастлив, — сказала она. — Ежели правда, что мы слышали, это ужасно. И думали ли мы, когда так РАДОВАЛИСЬ его счастию! И такая высокая, небесная душа, этот молодой Безухов! Да, я от души жалею его и постараюсь дать ему утешение, которое от меня будет зависеть.",радоваться,радовались,радость
Том второй,Часть первая,II,67,"— Ах, мой друг, он очень несчастлив, — сказала она. — Ежели правда, что мы слышали, это ужасно. И думали ли мы, когда так радовались его СЧАСТИЮ! И такая высокая, небесная душа, этот молодой Безухов! Да, я от души жалею его и постараюсь дать ему утешение, которое от меня будет зависеть.",счастие,счастию,счастье
Том второй,Часть первая,II,67,"— Ах, мой друг, он очень несчастлив, — сказала она. — Ежели правда, что мы слышали, это ужасно. И думали ли мы, когда так радовались его СЧАСТИЮ! И такая высокая, небесная душа, этот молодой Безухов! Да, я от души жалею его и постараюсь дать ему утешение, которое от меня будет зависеть.",счастие,счастию,счастье
Том второй,Часть первая,III,68,"Граф Илья Андреич Ростов иноходью, озабоченно, торопливо похаживал в своих мягких сапогах из столовой в гостиную, поспешно и совершенно одинаково здороваясь с важными и неважными лицами, которых он всех знал, и, изредка отыскивая глазами своего стройного молодца-сына, РАДОСТНО останавливал на нем свой взгляд и подмигивал ему. Молодой Ростов стоял у окна с Долоховым, с которым он недавно познакомился и знакомством которого он дорожил. Старый граф подошел к ним и пожал руку Долохову.",радостно,радостно,радость
Том второй,Часть первая,III,68,"Граф Илья Андреич Ростов иноходью, озабоченно, торопливо похаживал в своих мягких сапогах из столовой в гостиную, поспешно и совершенно одинаково здороваясь с важными и неважными лицами, которых он всех знал, и, изредка отыскивая глазами своего стройного молодца-сына, РАДОСТНО останавливал на нем свой взгляд и подмигивал ему. Молодой Ростов стоял у окна с Долоховым, с которым он недавно познакомился и знакомством которого он дорожил. Старый граф подошел к ним и пожал руку Долохову.",радостно,радостно,радость
Том второй,Часть первая,III,68,"В дверях передней показался Багратион, без шляпы и шпаги, которые он, по клубному обычаю, оставил у швейцара. Он был не в смушковом картузе, с нагайкой через плечо, как видел его Ростов в ночь накануне Аустерлицкого сражения, а в новом узком мундире с русскими и иностранными орденами и с георгиевской звездой на левой стороне груди. Он, видимо, сейчас, перед обедом, подстриг волосы и бакенбарды, что́ невыгодно изменяло его физиономию. На лице его было что-то наивно-праздничное, дававшее, в соединении с его твердыми, мужественными чертами, даже несколько комическое выражение его лицу. Беклешов и Федор Петрович Уваров, приехавшие с ним вместе, остановились в дверях, желая, чтобы он, как главный гость, прошел вперед их. Багратион смешался, не желая воспользоваться их учтивостью; произошла остановка в дверях, и, наконец, Багратион все-таки прошел вперед. Он шел, не зная, куда девать руки, застенчиво и неловко, по паркету приемной: ему привычнее и легче было ходить под пулями по вспаханному полю, как он шел перед Курским полком в Шенграбене. Старшины встретили его у первой двери, сказав ему несколько слов о РАДОСТИ видеть столь дорогого гостя, и, не дождавшись его ответа, как бы завладев им, окружили его и повели в гостиную. В дверях гостиной не было возможности пройти от столпившихся членов и гостей, давивших друг друга и через плечи друг друга старавшихся, как редкого зверя, рассмотреть Багратиона. Граф Илья Андреич, энергичнее всех, смеясь и приговаривая: «Пусти, mon cher, пусти, пусти!», протолкал толпу, провел гостей в гостиную и посадил на средний диван. Тузы, почетнейшие члены клуба, обступили вновь прибывших. Граф Илья Андреич, проталкиваясь опять через толпу, вышел из гостиной и с другим старшиной через минуту явился, неся большое серебряное блюдо, которое он поднес князю Багратиону. На блюде лежали сочиненные и напечатанные в честь героя стихи. Багратион, увидав блюдо, испуганно оглянулся, как бы отыскивая помощи. Но во всех глазах было требование того, чтобы он покорился. Чувствуя себя в их власти, Багратион решительно, обеими руками, взял блюдо и сердито, укоризненно посмотрел на графа, подносившего его. Кто-то услужливо вынул из рук Багратиона блюдо (а то он, казалось, намерен был держать его так до вечера и так идти к столу) и обратил его внимание на стихи. «Ну и прочту», — как будто сказал Багратион и, устремив усталые глаза на бумагу, стал читать с сосредоточенным и серьезным видом. Сам сочинитель взял стихи и стал читать. Князь Багратион склонил голову и слушал.",радость,радости,радость
Том второй,Часть первая,III,68,"Да СЧА́СТЛИВЫЙ Наполеон,Познав чрез опыты, каков Багратион, Не смеет утруждать Алкидов русских боле...",сча́стливый,сча́стливый,счастье
Том второй,Часть первая,III,68,"Перед самым обедом граф Илья Андреич представил князю своего сына. Багратион, узнав его, сказал несколько нескладных, неловких слов, как и все слова, которые он говорил в этот день. Граф Илья Андреич РАДОСТНО и гордо оглядывал всех в то время, как Багратион говорил с его сыном.",радостно,радостно,радость
Том второй,Часть первая,III,68,"Перед самым обедом граф Илья Андреич представил князю своего сына. Багратион, узнав его, сказал несколько нескладных, неловких слов, как и все слова, которые он говорил в этот день. Граф Илья Андреич РАДОСТНО и гордо оглядывал всех в то время, как Багратион говорил с его сыном.",радостно,радостно,радость
Том второй,Часть первая,III,68,"Труды его не пропали даром. Обеды, постный и скоромный, были великолепны, но совершенно спокоен он все-таки не мог быть до конца обеда. Он подмигивал буфетчику, шепотом приказывал лакеям и не без волнения ожидал каждого знакомого ему блюда. Все было прекрасно. На втором блюде, вместе с исполинской стерлядью (увидав которую, Илья Андреич покраснел от РАДОСТИ и застенчивости), уже лакеи стали хлопать пробками и наливать шампанское. После рыбы, которая произвела некоторое впечатление, граф Илья Андреич переглянулся с другими старшинами. «Много тостов будет, пора начинать!» — шепнул он и, взяв бокал в руки, встал. Все замолкли и ожидали, что он скажет.",радость,радости,радость
Том второй,Часть первая,III,68,"— Здоровье государя императора! — крикнул он, и в ту же минуту добрые глаза его увлажились слезами РАДОСТИ и восторга. В ту же минуту заиграли «Гром победы раздавайся». Все встали с своих мест и закричали ура! И Багратион закричал ура! тем же голосом, каким он кричал на Шенграбенском поле. Восторженный голос молодого Ростова был слышен из-за всех трехсот голосов. Он чуть не плакал.",радость,радости,радость
Том второй,Часть первая,III,68,"— Здоровье государя императора! — крикнул он, и в ту же минуту добрые глаза его увлажились слезами радости и ВОСТОРГА. В ту же минуту заиграли «Гром победы раздавайся». Все встали с своих мест и закричали ура! И Багратион закричал ура! тем же голосом, каким он кричал на Шенграбенском поле. Восторженный голос молодого Ростова был слышен из-за всех трехсот голосов. Он чуть не плакал.",восторг,восторга,восторг
Том второй,Часть первая,III,68,"— Здоровье государя императора! — крикнул он, и в ту же минуту добрые глаза его увлажились слезами радости и восторга. В ту же минуту заиграли «Гром победы раздавайся». Все встали с своих мест и закричали ура! И Багратион закричал ура! тем же голосом, каким он кричал на Шенграбенском поле. ВОСТОРЖЕННЫЙ голос молодого Ростова был слышен из-за всех трехсот голосов. Он чуть не плакал.",восторженный,Восторженный,восторг
Том второй,Часть первая,IV,69,"— Что ж вы? — закричал ему Ростов, ВОСТОРЖЕННО-озлобленными глазами глядя на него. — Разве вы не слышите: здоровье государя императора! — Пьер, вздохнув, покорно встал, выпил свой бокал и дождавшись, когда все сели, с своей доброй улыбкой обратился к Ростову.",восторженно,восторженно,восторг
Том второй,Часть первая,V,70,"Долохов, молча, с закрытыми глазами, лежал в санях и ни слова не отвечал на вопросы, которые ему делали; но, въехав в Москву, он вдруг очнулся и, с трудом приподняв голову, взял за руку сидевшего подле себя Ростова. Ростова поразило совершенно изменившееся и неожиданно ВОСТОРЖЕННО-нежное выражение лица Долохова.",восторженно,восторженно,восторг
Том второй,Часть первая,VI,71,"«Но в чем же я виноват? — спрашивал он. — В том, что ты женился, не любя ее, в том, что ты обманул и себя и ее, — и ему живо представилась та минута после ужина у князя Василья, когда он сказал эти не выходившие из него слова: „Je vous aime“ 1. Всё от этого? Я и тогда чувствовал, — думал он, — я чувствовал тогда, что это было не то, что я не имел на это права. Так и вышло». Он вспомнил медовый месяц и покраснел при этом воспоминании. Особенно живо, оскорбительно и постыдно было для него воспоминание о том, как однажды, вскоре после своей женитьбы, он в двенадцатом часу дня, в шелковом халате, пришел из спальни в кабинет и в кабинете застал главного управляющего, который почтительно поклонился, поглядел на лицо Пьера, на его халат и слегка улыбнулся, как бы выражая этой улыбкой почтительное сочувствие СЧАСТИЮ своего принципала.",счастие,счастию,счастье
Том второй,Часть первая,VI,71,"«Но в чем же я виноват? — спрашивал он. — В том, что ты женился, не любя ее, в том, что ты обманул и себя и ее, — и ему живо представилась та минута после ужина у князя Василья, когда он сказал эти не выходившие из него слова: „Je vous aime“ 1. Всё от этого? Я и тогда чувствовал, — думал он, — я чувствовал тогда, что это было не то, что я не имел на это права. Так и вышло». Он вспомнил медовый месяц и покраснел при этом воспоминании. Особенно живо, оскорбительно и постыдно было для него воспоминание о том, как однажды, вскоре после своей женитьбы, он в двенадцатом часу дня, в шелковом халате, пришел из спальни в кабинет и в кабинете застал главного управляющего, который почтительно поклонился, поглядел на лицо Пьера, на его халат и слегка улыбнулся, как бы выражая этой улыбкой почтительное сочувствие СЧАСТИЮ своего принципала.",счастие,счастию,счастье
Том второй,Часть первая,VII,72,"Княжна не упала, с ней не сделалось дурноты. Она была уже бледна, но когда она услыхала эти слова, лицо ее изменилось и что-то просияло в ее лучистых прекрасных глазах. Как будто РАДОСТЬ, высшая РАДОСТЬ, независимая от печалей и радостей этого мира, разлилась сверх той сильной печали, которая была в ней. Она забыла весь страх к отцу, подошла к нему, взяла его за руку, потянула к себе и обняла за сухую жилистую шею.",радость,радость,радость
Том второй,Часть первая,VII,72,"Княжна не упала, с ней не сделалось дурноты. Она была уже бледна, но когда она услыхала эти слова, лицо ее изменилось и что-то просияло в ее лучистых прекрасных глазах. Как будто РАДОСТЬ, высшая РАДОСТЬ, независимая от печалей и радостей этого мира, разлилась сверх той сильной печали, которая была в ней. Она забыла весь страх к отцу, подошла к нему, взяла его за руку, потянула к себе и обняла за сухую жилистую шею.",радость,радость,радость
Том второй,Часть первая,VII,72,"Княжна не упала, с ней не сделалось дурноты. Она была уже бледна, но когда она услыхала эти слова, лицо ее изменилось и что-то просияло в ее лучистых прекрасных глазах. Как будто радость, высшая радость, независимая от печалей и РАДОСТЕЙ этого мира, разлилась сверх той сильной печали, которая была в ней. Она забыла весь страх к отцу, подошла к нему, взяла его за руку, потянула к себе и обняла за сухую жилистую шею.",радость,радостей,радость
Том второй,Часть первая,VII,72,"Когда княжна Марья вернулась от отца, маленькая княгиня сидела за работой и с тем особенным выражением внутреннего и СЧАСТЛИВО-спокойного взгляда, свойственного только беременным женщинам, посмотрела на княжну Марью. Видно было, что глаза ее не видали княжны Марьи, а смотрели вглубь, в себя — во что-то СЧАСТЛИВОе и таинственное, совершающееся в ней.",счастливый,счастливо,счастье
Том второй,Часть первая,VII,72,"Когда княжна Марья вернулась от отца, маленькая княгиня сидела за работой и с тем особенным выражением внутреннего и счастливо-спокойного взгляда, свойственного только беременным женщинам, посмотрела на княжну Марью. Видно было, что глаза ее не видали княжны Марьи, а смотрели вглубь, в себя — во что-то СЧАСТЛИВОЕ и таинственное, совершающееся в ней.",счастливый,счастливое,счастье
Том второй,Часть первая,VII,72,"Когда княжна Марья вернулась от отца, маленькая княгиня сидела за работой и с тем особенным выражением внутреннего и СЧАСТЛИВО-спокойного взгляда, свойственного только беременным женщинам, посмотрела на княжну Марью. Видно было, что глаза ее не видали княжны Марьи, а смотрели вглубь, в себя — во что-то СЧАСТЛИВОе и таинственное, совершающееся в ней.",счастливый,счастливо,счастье
Том второй,Часть первая,VII,72,"Когда княжна Марья вернулась от отца, маленькая княгиня сидела за работой и с тем особенным выражением внутреннего и счастливо-спокойного взгляда, свойственного только беременным женщинам, посмотрела на княжну Марью. Видно было, что глаза ее не видали княжны Марьи, а смотрели вглубь, в себя — во что-то СЧАСТЛИВОЕ и таинственное, совершающееся в ней.",счастливый,счастливое,счастье
Том второй,Часть первая,VII,72,"Глаза ее улыбались, ожидая, губка с усиками поднялась и детски СЧАСТЛИВО осталась поднятой.",счастливо,счастливо,счастье
Том второй,Часть первая,VII,72,"Глаза ее улыбались, ожидая, губка с усиками поднялась и детски СЧАСТЛИВО осталась поднятой.",счастливо,счастливо,счастье
Том второй,Часть первая,VII,72,"— Вот, вот — слышишь? Мне так странно. И знаешь, Мари, я очень буду любить его, — сказала Лиза, блестящими СЧАСТЛИВЫМИ глазами глядя на золовку. Княжна Марья не могла поднять головы: она плакала.",счастливый,счастливыми,счастье
Том второй,Часть первая,VII,72,"— Вот, вот — слышишь? Мне так странно. И знаешь, Мари, я очень буду любить его, — сказала Лиза, блестящими СЧАСТЛИВЫМИ глазами глядя на золовку. Княжна Марья не могла поднять головы: она плакала.",счастливый,счастливыми,счастье
Том второй,Часть первая,VIII,73,"— Ах, как я РАДА, няня.",рад,рада,радость
Том второй,Часть первая,IX,74,"Маленькая княгиня лежала на подушках, в белом чепчике (страданье только что отпустило ее), черные волосы прядями вились у ее воспаленных, вспотевших щек; румяный, прелестный ротик, с губкой, покрытой черными волосиками, был раскрыт, и она РАДОСТНО улыбалась. Князь Андрей вошел в комнату и остановился перед ней, у изножья дивана, на котором она лежала. Блестящие глаза, смотревшие детски испуганно и взволнованно, остановились на нем, не изменяя выражения. «Я вас всех люблю, я никому зла не делала, за что я страдаю? Помогите мне», — говорило ее выражение. Она видела мужа, но не понимала значения его появления теперь перед нею. Князь Андрей обошел диван и в лоб поцеловал ее.",радостно,радостно,радость
