volume,part,chapter,value,emphasis,keywords,keytokens,emotionwords
Том первый,Часть первая,III,3,"Князь Андрей зажмурился и отвернулся. Пьер, со времени входа князя Андрея в гостиную не спускавший с него РАДОСТНЫХ, дружелюбных глаз, подошел к нему и взял его за руку. Князь Андрей, не оглядываясь, сморщил лицо в гримасу, выражавшую досаду на того, кто трогает его за руку, но, увидав улыбающееся лицо Пьера, улыбнулся неожиданно-доброй и приятной улыбкой.",радостный,радостных,радость
Том первый,Часть первая,III,3,"Дочь его, княжна Элен, слегка придержав складки платья, пошла между стульев, и улыбка сияла еще светлее на ее прекрасном лице. Пьер смотрел почти испуганными, ВОСТОРЖЕННЫМИ глазами на эту красавицу, когда она проходила мимо его.",восторженный,восторженными,восторг
Том первый,Часть первая,IV,4,"— Свобода и равенство, — презрительно сказал виконт, как будто решившийся, наконец, серьезно доказать этому юноше всю глупость его речей, — всё громкие слова, которые уже давно компрометировались. Кто же не любит свободы и равенства? Еще Спаситель наш проповедовал свободу и равенство. Разве после революции люди стали СЧАСТЛИВЕЕ? Напротив. Мы хотели свободы, а Бонапарте уничтожил ее.",счастливый,счастливее,счастье
Том первый,Часть первая,IV,4,"— Свобода и равенство, — презрительно сказал виконт, как будто решившийся, наконец, серьезно доказать этому юноше всю глупость его речей, — всё громкие слова, которые уже давно компрометировались. Кто же не любит свободы и равенства? Еще Спаситель наш проповедовал свободу и равенство. Разве после революции люди стали СЧАСТЛИВЕЕ? Напротив. Мы хотели свободы, а Бонапарте уничтожил ее.",счастливый,счастливее,счастье
Том первый,Часть первая,IV,4,"— Да, да, разумеется, — подхватил Пьер, ОБРАДОВАННЫЙ выступавшею ему подмогой.",обрадовать,обрадованный,радость
Том первый,Часть первая,V,5,"— Я очень РАД, что не поехал к посланнику, — говорил князь Ипполит, — скука... Прекрасный вечер. Не правда ли, прекрасный?",рад,рад,радость
Том первый,Часть первая,V,5,"— Не все, потому что вас там не будет; не все, — сказал князь Ипполит, РАДОСТНО смеясь, и, схватив шаль у лакея, даже толкнул его и стал надевать ее на княгиню. От неловкости или умышленно (никто бы не мог разобрать этого) он долго не отпускал рук, когда шаль уже была надета, и как будто обнимал молодую женщину.",радостно,радостно,радость
Том первый,Часть первая,V,5,"— Не все, потому что вас там не будет; не все, — сказал князь Ипполит, РАДОСТНО смеясь, и, схватив шаль у лакея, даже толкнул его и стал надевать ее на княгиню. От неловкости или умышленно (никто бы не мог разобрать этого) он долго не отпускал рук, когда шаль уже была надета, и как будто обнимал молодую женщину.",радостно,радостно,радость
Том первый,Часть первая,VI,6,"Тон ее уже был ворчливый, губка поднялась, придавая лицу не РАДОСТНОЕ, а зверское, беличье выражение. Она замолчала, как будто находя неприличным говорить при Пьере про свою беременность, тогда как в этом и состояла сущность дела.",радостный,радостное,радость
Том первый,Часть первая,VI,6,"Тон ее уже был ворчливый, губка поднялась, придавая лицу не РАДОСТНОЕ, а зверское, беличье выражение. Она замолчала, как будто находя неприличным говорить при Пьере про свою беременность, тогда как в этом и состояла сущность дела.",радостный,радостное,радость
Том первый,Часть первая,VI,6,"— Знаете что! — сказал Пьер, как будто ему пришла неожиданно СЧАСТЛИВАЯ мысль, — серьезно, я давно это думал. С этою жизнью я ничего не могу ни решить, ни обдумать. Голова болит, денег нет. Нынче он меня звал, я не поеду.",счастливый,счастливая,счастье
Том первый,Часть первая,VI,6,"— Знаете что! — сказал Пьер, как будто ему пришла неожиданно СЧАСТЛИВАЯ мысль, — серьезно, я давно это думал. С этою жизнью я ничего не могу ни решить, ни обдумать. Голова болит, денег нет. Нынче он меня звал, я не поеду.",счастливый,счастливая,счастье
Том первый,Часть первая,VIII,8,"Два молодых человека, студент и офицер, друзья с детства, были одних лет и оба красивы, но не похожи друг на друга. Борис был высокий белокурый юноша с правильными тонкими чертами спокойного и красивого лица. Николай был невысокий курчавый молодой человек с открытым выражением лица. На верхней губе его уже показывались черные волосики, и во всем лице выражались стремительность и ВОСТОРЖЕННОСТЬ. Николай покраснел, как только вошел в гостиную. Видно было, что он искал и не находил, что сказать; Борис, напротив, тотчас же нашелся и рассказал спокойно, шутливо, как эту Мими, куклу, он знал еще молодою девицей с не испорченным еще носом, как она в пять лет на его памяти состаре́лась и как у ней по всему черепу треснула голова. Сказав это, он взглянул на Наташу. Наташа отвернулась от него, взглянула на младшего брата, который, зажмурившись, трясся от беззвучного смеха, и, не в силах более удерживаться, прыгнула и побежала из комнаты так скоро, как только могли нести ее быстрые ножки. Борис не рассмеялся.",восторженность,восторженность,восторг
Том первый,Часть первая,IX,9,"— Да, — сказала графиня, после того как луч солнца, проникнувший в гостиную вместе с этим молодым поколением, исчез, и как будто отвечая на вопрос, которого никто ей не делал, но который постоянно занимал ее. — Сколько страданий, сколько беспокойств перенесено за то, чтобы теперь на них радоваться! А и теперь, право, больше страха, чем РАДОСТИ. Все боишься, все боишься! Именно тот возраст, в котором так много опасностей и для девочек, и для мальчиков.",радость,радости,радость
Том первый,Часть первая,IX,9,"— Да, — сказала графиня, после того как луч солнца, проникнувший в гостиную вместе с этим молодым поколением, исчез, и как будто отвечая на вопрос, которого никто ей не делал, но который постоянно занимал ее. — Сколько страданий, сколько беспокойств перенесено за то, чтобы теперь на них РАДОВАТЬСЯ! А и теперь, право, больше страха, чем радости. Все боишься, все боишься! Именно тот возраст, в котором так много опасностей и для девочек, и для мальчиков.",радоваться,радоваться,радость
Том первый,Часть первая,X,10,И улыбка РАДОСТИ и успокоения осветила ее оживленное лицо.,радость,радости,радость
Том первый,Часть первая,X,10,"И, взяв его под руку, она с СЧАСТЛИВЫМ лицом тихо пошла с ним рядом в диванную.",счастливый,счастливым,счастье
Том первый,Часть первая,X,10,"И, взяв его под руку, она с СЧАСТЛИВЫМ лицом тихо пошла с ним рядом в диванную.",счастливый,счастливым,счастье
Том первый,Часть первая,XI,11,"— Ежели бы вы мне сказали давно, маменька, я бы тотчас ушла, — сказала она и пошла в свою комнату. Но, проходя мимо диванной, она заметила, что в ней у двух окошек симметрично сидели две пары. Она остановилась и презрительно улыбнулась. Соня сидела близко подле Николая, который переписывал ей стихи, в первый раз сочиненные им. Борис с Наташей сидели у другого окна и замолчали, когда вошла Вера. Соня и Наташа с виноватыми и СЧАСТЛИВЫМИ лицами взглянули на Веру.",счастливый,счастливыми,счастье
Том первый,Часть первая,XI,11,"— Ежели бы вы мне сказали давно, маменька, я бы тотчас ушла, — сказала она и пошла в свою комнату. Но, проходя мимо диванной, она заметила, что в ней у двух окошек симметрично сидели две пары. Она остановилась и презрительно улыбнулась. Соня сидела близко подле Николая, который переписывал ей стихи, в первый раз сочиненные им. Борис с Наташей сидели у другого окна и замолчали, когда вошла Вера. Соня и Наташа с виноватыми и СЧАСТЛИВЫМИ лицами взглянули на Веру.",счастливый,счастливыми,счастье
Том первый,Часть первая,XI,11,"— Князя Василия. Он был очень мил. Сейчас на все согласился, доложил государю, — говорила княгиня Анна Михайловна с ВОСТОРГОМ, совершенно забыв все унижение, через которое она прошла для достижения своей цели.",восторг,восторгом,восторг
Том первый,Часть первая,XI,11,"— Все такой же, — отвечала Анна Михайловна, — любезен, рассыпается. Les grandeurs ne lui ont pas tourné la tête du tout 4. «Я жалею, что слишком мало могу вам сделать, милая княгиня, — он мне говорит, — приказывайте». Нет, он славный человек и родной прекрасный. Но ты знаешь, Nathalie, мою любовь к сыну. Я не знаю, чего я не сделала бы для его СЧАСТИЯ. А обстоятельства мои до того дурны, — продолжала Анна Михайловна с грустью и понижая голос, — до того дурны, что я теперь в самом ужасном положении. Мой несчастный процесс съедает все, что я имею, и не подвигается. У меня нет, можешь себе представить, à la lettre 5 нет гривенника денег, и я не знаю, на что обмундировать Бориса. — Она вынула платок и заплакала. — Мне нужно пятьсот рублей, а у меня одна двадцатипятирублевая бумажка. Я в таком положении... Одна моя надежда теперь на графа Кирилла Владимировича Безухова. Ежели он не захочет поддержать своего крестника, — ведь он крестил Борю, — и назначить ему что-нибудь на содержание, то все мои хлопоты пропадут: мне не на что будет обмундировать его.",счастие,счастия,счастье
Том первый,Часть первая,XI,11,"— Все такой же, — отвечала Анна Михайловна, — любезен, рассыпается. Les grandeurs ne lui ont pas tourné la tête du tout 4. «Я жалею, что слишком мало могу вам сделать, милая княгиня, — он мне говорит, — приказывайте». Нет, он славный человек и родной прекрасный. Но ты знаешь, Nathalie, мою любовь к сыну. Я не знаю, чего я не сделала бы для его СЧАСТИЯ. А обстоятельства мои до того дурны, — продолжала Анна Михайловна с грустью и понижая голос, — до того дурны, что я теперь в самом ужасном положении. Мой несчастный процесс съедает все, что я имею, и не подвигается. У меня нет, можешь себе представить, à la lettre 5 нет гривенника денег, и я не знаю, на что обмундировать Бориса. — Она вынула платок и заплакала. — Мне нужно пятьсот рублей, а у меня одна двадцатипятирублевая бумажка. Я в таком положении... Одна моя надежда теперь на графа Кирилла Владимировича Безухова. Ежели он не захочет поддержать своего крестника, — ведь он крестил Борю, — и назначить ему что-нибудь на содержание, то все мои хлопоты пропадут: мне не на что будет обмундировать его.",счастие,счастия,счастье
Том первый,Часть первая,XII,12,"Я РАД, что смог сделать вам приятное, любезная моя Анна Михайловна, — сказал князь Василий, оправляя жабо и в жесте и голосе проявляя здесь, в Москве, пред покровительствуемою Анною Михайловной еще гораздо бо́льшую важность, чем в Петербурге, на вечере у Annette Шерер.",рад,рад,радость
Том первый,Часть первая,XII,12,"— Старайтесь служить хорошо и быть достойным, — прибавил он, строго обращаясь к Борису. — Я РАД... Вы здесь в отпуску? — продиктовал он своим бесстрастным тоном.",рад,рад,радость
Том первый,Часть первая,XII,12,"— А мне так хотелось еще раз поблагодарить дядю за все его благодеяния мне и Боре. C'est son filleul 10, — прибавила она таким тоном, как будто это известие должно было крайне ОБРАДОВАТЬ князя Василия.",обрадовать,обрадовать,радость
Том первый,Часть первая,XII,12,"— Ah, chère, je ne vous reconnaissais pas 12, — с СЧАСТЛИВОЮ улыбкой сказала Анна Михайловна, легкою иноходью подходя к племяннице графа. — Je viens d'arriver et je suis à vous pour vous aider à soigner mon oncle. J'imagine combien vous avez souffert 13, — прибавила она, с участием закатывая глаза.",счастливою,счастливою,счастье
Том первый,Часть первая,XIII,13,"— А! Граф Ростов! — РАДОСТНО заговорил Пьер. — Так вы его сын, Илья. Я, можете себе представить, в первую минуту не узнал вас. Помните, как мы на Воробьевы горы ездили с m-me Jacquot... давно.",радостно,радостно,радость
Том первый,Часть первая,XIII,13,"— А! Граф Ростов! — РАДОСТНО заговорил Пьер. — Так вы его сын, Илья. Я, можете себе представить, в первую минуту не узнал вас. Помните, как мы на Воробьевы горы ездили с m-me Jacquot... давно.",радостно,радостно,радость
Том первый,Часть первая,XIII,13,"— Я РАД, что высказал все. Может быть, вам неприятно, вы меня извините, — сказал он, успокоивая Пьера, вместо того чтоб быть успокоиваемым им, — но я надеюсь, что не оскорбил вас. Я имею правило говорить все прямо... Как же мне передать? Вы приедете обедать к Ростовым?",рад,рад,радость
Том первый,Часть первая,XIII,13,"— Нет, послушайте, — сказал Пьер, успокоиваясь. — Вы удивительный человек. То, что вы сейчас сказали, очень хорошо, очень хорошо. Разумеется, вы меня не знаете. Мы так давно не видались... детьми еще... Вы можете предполагать во мне... Я вас понимаю, очень понимаю. Я бы этого не сделал, у меня недостало бы духу, но это прекрасно. Я очень РАД, что познакомился с вами. Странно, — прибавил он, помолчав и улыбаясь, — что вы во мне предполагали! — Он засмеялся. — Ну, да что ж? Мы познакомимся с вами лучше. Пожалуйста. — Он пожал руку Борису. — Вы знаете ли, я ни разу не был у графа. Он меня не звал... Мне его жалко, как человека... Но что же делать?",рад,рад,радость
Том первый,Часть первая,XV,15,"— Сообразите мое положение, Петр Николаич: будь я в кавалерии, я бы получал не более двухсот рублей в треть, даже и в чине поручика; а теперь я получаю двести тридцать, — говорил он с РАДОСТЬЮ, приятною улыбкой, оглядывая Шиншина и графа, как будто для него было очевидно, что его успех всегда будет составлять главную цель желаний всех остальных людей.",радость,радостью,радость
Том первый,Часть первая,XV,15,"Берг РАДОСТНО улыбнулся. Граф, а за ним и гости вышли в гостиную.",радостно,радостно,радость
Том первый,Часть первая,XV,15,"Берг РАДОСТНО улыбнулся. Граф, а за ним и гости вышли в гостиную.",радостно,радостно,радость
Том первый,Часть первая,XVI,16,"— Совершенно с вами согласен, — отвечал Николай, весь вспыхнув, вертя тарелку и переставляя стаканы с таким решительным и отчаянным видом, как будто в настоящую минуту он подвергался великой опасности, — я убежден, что русские должны умирать или побеждать, — сказал он, сам чувствуя, так же как и другие, после того как слово уже было сказано, что оно было слишком ВОСТОРЖЕННО и напыщенно для настоящего случая и потому неловко.",восторженно,восторженно,восторг
Том первый,Часть первая,XVII,17,"— Тебе хорошо... я не завидую... я тебя люблю, и Бориса тоже, — говорила она, собравшись немного с силами, — он милый... для вас нет препятствий. А Николай мне cousin... надобно... сам митрополит... и то нельзя. И потом, ежели маменьке (Соня графиню и считала и называла матерью)... она скажет, что я порчу карьеру Николая, у меня нет сердца, что я неблагодарная, а право... вот ей-богу (она перекрестилась)... я так люблю и ее и всех вас, только Вера одна... За что? Что я ей сделала? Я так благодарна вам, что РАДА бы всем пожертвовать, да мне нечем...",рад,рада,радость
Том первый,Часть первая,XVII,17,"В приятну ночь, при лунном свете,Представить СЧАСТЛИВО себе,Что некто есть еще на свете,Кто думает и о тебе!Что и она, рукой прекраснойПо арфе золотой бродя,Своей гармониею страстнойЗовет к себе, зовет тебя!Еще день, два, и рай настанет...Но ах! твой друг не доживет!",счастливо,счастливо,счастье
Том первый,Часть первая,XVII,17,"В приятну ночь, при лунном свете,Представить СЧАСТЛИВО себе,Что некто есть еще на свете,Кто думает и о тебе!Что и она, рукой прекраснойПо арфе золотой бродя,Своей гармониею страстнойЗовет к себе, зовет тебя!Еще день, два, и рай настанет...Но ах! твой друг не доживет!",счастливо,счастливо,счастье
Том первый,Часть первая,XVII,17,"Пока расстанавливались пары и строили музыканты, Пьер сел с своей маленькой дамой. Наташа была совершенно СЧАСТЛИВА: она танцевала с большим, с приехавшим из-за границы. Она сидела на виду у всех и разговаривала с ним, как большая. У нее в руке был веер, который ей дала подержать одна барышня. И, приняв самую светскую позу (Бог знает, где и когда она этому научилась), она, обмахиваясь веером и улыбаясь через веер, говорила с своим кавалером.",счастливый,счастлива,счастье
Том первый,Часть первая,XVII,17,"Пока расстанавливались пары и строили музыканты, Пьер сел с своей маленькой дамой. Наташа была совершенно СЧАСТЛИВА: она танцевала с большим, с приехавшим из-за границы. Она сидела на виду у всех и разговаривала с ним, как большая. У нее в руке был веер, который ей дала подержать одна барышня. И, приняв самую светскую позу (Бог знает, где и когда она этому научилась), она, обмахиваясь веером и улыбаясь через веер, говорила с своим кавалером.",счастливый,счастлива,счастье
Том первый,Часть первая,XVII,17,"Действительно, всё, что только было в зале, с улыбкою РАДОСТИ смотрело на веселого старичка, который рядом с своею сановитою дамой, Марьей Дмитриевной, бывшей выше его ростом, округлял руки, в такт потряхивая ими, расправлял плечи, вывертывал ноги, слегка притопывая, и все более и более распускавшеюся улыбкой на своем круглом лице приготовлял зрителей к тому, что будет. Как только заслышались веселые, вызывающие звуки Данилы Купора, похожие на развеселого трепачка, все двери залы вдруг заставились с одной стороны мужскими, с другой — женскими улыбающимися лицами дворовых, вышедших посмотреть на веселящегося барина.",радость,радости,радость
Том первый,Часть первая,XXI,21,"— Да, РАДУЙТЕСЬ теперь, — сказала она, — вы этого ждали.",радоваться,радуйтесь,радость
Том первый,Часть первая,XXI,21,"Она провела его в темную гостиную, и Пьер РАД был, что никто там не видел его лица. Анна Михайловна ушла от него, и, когда она вернулась, он, подложив под голову руку, спал крепким сном.",рад,рад,радость
Том первый,Часть первая,XXIII,23,"Перед комнатою, в которой слышны были клавикорды, из боковой двери выскочила хорошенькая белокурая француженка. M-lle Bourienne казалась обезумевшею от ВОСТОРГА.",восторг,восторга,восторг
Том первый,Часть первая,XXIII,23,"— То же, то же самое; не знаю, как на твои глаза, — отвечала РАДОСТНО княжна.",радостно,радостно,радость
Том первый,Часть первая,XXIII,23,"— То же, то же самое; не знаю, как на твои глаза, — отвечала РАДОСТНО княжна.",радостно,радостно,радость
Том первый,Часть первая,XXIII,23,"— Те же часы и станок, еще математика и мои уроки геометрии, — РАДОСТНО отвечала княжна Марья, как будто ее уроки из геометрии были одним из самых радостных впечатлений ее жизни.",радостно,радостно,радость
Том первый,Часть первая,XXIII,23,"— Те же часы и станок, еще математика и мои уроки геометрии, — радостно отвечала княжна Марья, как будто ее уроки из геометрии были одним из самых РАДОСТНЫХ впечатлений ее жизни.",радостный,радостных,радость
Том первый,Часть первая,XXIII,23,"— Те же часы и станок, еще математика и мои уроки геометрии, — РАДОСТНО отвечала княжна Марья, как будто ее уроки из геометрии были одним из самых радостных впечатлений ее жизни.",радостно,радостно,радость
Том первый,Часть первая,XXIII,23,"— Те же часы и станок, еще математика и мои уроки геометрии, — радостно отвечала княжна Марья, как будто ее уроки из геометрии были одним из самых РАДОСТНЫХ впечатлений ее жизни.",радостный,радостных,радость
Том первый,Часть первая,XXIII,23,"Старик находился в хорошем расположении духа после дообеденного сна. (Он говорил, что после обеда серебряный сон, а до обеда золотой.) Он РАДОСТНО из-под своих густых нависших бровей косился на сына. Князь Андрей подошел и поцеловал отца в указанное им место. Он не отвечал на любимую тему разговора отца — подтруниванье над теперешними военными людьми, а особенно над Бонапартом.",радостно,радостно,радость
Том первый,Часть первая,XXIII,23,"Старик находился в хорошем расположении духа после дообеденного сна. (Он говорил, что после обеда серебряный сон, а до обеда золотой.) Он РАДОСТНО из-под своих густых нависших бровей косился на сына. Князь Андрей подошел и поцеловал отца в указанное им место. Он не отвечал на любимую тему разговора отца — подтруниванье над теперешними военными людьми, а особенно над Бонапартом.",радостно,радостно,радость
Том первый,Часть первая,XXIII,23,"— Врешь, врешь, — закричал старик, встряхивая косичкою, чтобы попробовать, крепко ли она была заплетена, и хватая сына за руку. — Дом для твоей жены готов. Княжна Марья сведет ее и покажет и с три короба наболтает. Это их бабье дело. Я ей РАД. Сиди, рассказывай. Михельсона армию я понимаю, Толстого тоже... высадка единовременная... Южная армия что будет делать? Пруссия, нейтралитет... это я знаю. Австрия что? — говорил он, встав с кресла и ходя по комнате с бегавшим и подававшим части одежды Тихоном. — Швеция что? Как Померанию перейдут?",рад,рад,радость
Том первый,Часть первая,XXIV,24,"— Я РАД, я РАД, — проговорил он и, пристально еще взглянув ей в глаза, быстро отошел и сел на свое место. — Садитесь, садитесь! Михаил Иванович, садитесь.",рад,рад,радость
Том первый,Часть первая,XXIV,24,"— Я РАД, я РАД, — проговорил он и, пристально еще взглянув ей в глаза, быстро отошел и сел на свое место. — Садитесь, садитесь! Михаил Иванович, садитесь.",рад,рад,радость
Том первый,Часть первая,XXIV,24,"И разговор зашел опять о войне, о Бонапарте и нынешних генералах и государственных людях. Старый князь, казалось, был убежден не только в том, что все теперешние деятели были мальчишки, не смыслившие и азбуки военного и государственного дела, и что Бонапарте был ничтожный французишка, имевший успех только потому, что уже не было Потемкиных и Суворовых противопоставить ему; но он был убежден даже, что никаких политических затруднений не было в Европе, не было и войны, а была какая-то кукольная комедия, в которую играли нынешние люди, притворяясь, что делают дело. Князь Андрей весело выдерживал насмешки отца над новыми людьми и с видимою РАДОСТЬЮ вызывал отца на разговор и слушал его.",радость,радостью,радость
Том первый,Часть первая,XXIV,24,"— Это кто тебе сказал? Кто сказал? — крикнул князь. — Суворов! — И он отбросил тарелку, которую живо подхватил Тихон. — Суворов!.. Подумавши, князь Андрей. Два: Фридрих и Суворов... Моро! Моро был бы в плену, коли бы у Суворова руки свободны были; а у него на руках сидели хофс-кригс-вурст-шнапс-рат. Ему черт не РАД. Вот пойдете, эти хофс-кригс-вурстраты узнаете! Суворов с ними не сладил, так уж где ж Михаиле Кутузову сладить?! Нет, дружок, — продолжал он, — вам с своими генералами против Бонапарте не обойтись; надо французов взять, чтобы своя своих не познаша и своя своих побиваша. Немца Палена в Новый-Йорк, в Америку, за французом Моро послали, — сказал он, намекая на приглашение, которое в этом году было сделано Моро вступить в русскую службу. — Чудеса!! Что, Потемкины, Суворовы, Орловы разве немцы были? Нет, брат, либо там вы все с ума сошли, либо я из ума выжил. Дай вам Бог, а мы посмотрим. Бонапарте у них стал полководец великий! Гм!..",рад,рад,радость
